,value,is_anomaly,is_ignored
92,0.6683325444640807,0,1
93,0.6426465432913194,0,1
94,0.6002782900081162,0,1
95,0.580437089889242,0,1
96,0.5609739548462007,0,1
97,0.5451599784838534,0,1
98,0.5200702746399438,0,1
99,0.5375092607715476,0,1
100,0.5669805373582425,0,1
101,0.6317781339116584,0,1
102,0.7164342193197346,0,1
103,0.803404934554756,0,1
104,0.9013769758424103,0,1
105,0.9907387857058008,0,1
106,1.0370627143670859,0,1
107,1.0679527729626048,0,1
108,1.0932347249968035,0,1
109,1.1052356418126128,0,1
110,1.1019149235851244,0,1
111,1.1280941340428265,0,1
112,1.1490229391051303,0,1
113,1.1609338789432107,0,1
114,1.2061261767123153,0,1
115,1.2357876011466244,0,1
116,1.2803642235136068,0,1
117,1.333518674945982,0,1
118,1.3671560072698463,0,1
119,1.4189144305022037,0,1
120,1.4579335419799122,0,1
121,1.4812067332167083,0,1
122,1.4951276613839968,0,1
123,1.5060367594999007,0,1
124,1.515858917737109,0,1
125,1.5082707799974897,0,1
126,1.4893155394414135,0,1
127,1.485813632768939,0,1
128,1.4752663613321861,0,1
129,1.4522709308953379,0,1
130,1.4570196724695603,0,1
131,1.4577558733842724,0,1
132,1.472929200153052,0,1
133,1.5059670338609343,0,1
134,1.5160789814357045,0,1
135,1.5289422108928887,0,1
136,1.496883555312208,0,1
137,1.4500179630952152,0,1
138,1.3787624245974113,0,1
139,1.3209311106747328,0,1
140,1.2660670615910643,0,1
141,1.2160958700292432,0,1
142,1.160897854658153,0,1
143,1.1058308522221316,0,1
144,1.0359791367587647,0,1
145,0.9732676128633675,0,1
146,0.9190295956355734,0,1
147,0.8452929671872469,0,1
148,0.7865583457986787,0,1
149,0.7077217168817184,0,1
150,0.6593826638909268,0,1
151,0.6118547642801859,0,1
152,0.5540034725564462,0,1
153,0.4999114414411277,0,1
154,0.46776374988053426,0,1
155,0.4226504022109715,0,1
156,0.3939780206529233,0,1
157,0.350440581929051,0,1
158,0.3353235488093093,0,1
159,0.2992339701702044,0,1
160,0.2922580426947818,0,1
161,0.2676959040932437,0,1
162,0.24282026432199008,0,1
163,0.23402685522258987,0,1
164,0.20791558851620678,0,1
165,0.2042708094104575,0,1
166,0.19779744174607047,0,1
167,0.18282818338193166,0,1
168,0.17230418361945743,0,1
169,0.16124478668523037,0,1
170,0.178021811462718,0,1
171,0.19057473397791028,0,1
172,0.20301442749853035,0,1
173,0.25792825728942165,0,1
174,0.31271761394891534,0,1
175,0.39473806317678556,0,1
176,0.5070383185331259,0,1
177,0.6152571633846333,0,1
178,0.729238340261454,0,1
179,0.8222845869683109,0,1
180,0.9058285499064366,0,1
181,0.9781346807984868,0,1
182,1.0092320781332924,0,1
183,1.0426762586310026,0,1
184,1.0697696198360498,0,1
185,1.0593503984744697,0,1
186,1.0685150690607008,0,1
187,1.0567896381937552,0,1
188,1.0227241144121633,0,1
189,1.0082316320700768,0,1
190,0.9837864618101936,0,1
191,0.9524188997842475,0,1
192,0.9177420456684828,0,1
193,0.8909097480791246,0,1
194,0.856163979574392,0,1
195,0.8264077498970641,0,1
196,0.8048641779696285,0,1
197,0.77396957563775,0,1
198,0.7253616431173079,0,1
199,0.7009708260040663,0,1
200,0.6881507885431625,0,1
201,0.6575779435589374,0,1
202,0.6441088178136469,0,1
203,0.6255742946758956,0,1
204,0.64150185139201,0,1
205,0.6744700519540399,0,1
206,0.7055348813768975,0,1
207,0.7652944482769756,0,1
208,0.8561226649358263,0,1
209,0.955116508506747,0,1
210,1.0174044893927539,0,1
211,1.0734933396694326,0,1
212,1.0931156775269826,0,1
213,1.0817577636633522,0,1
214,1.0764462192556712,0,1
215,1.0682448462656369,0,1
216,1.0498578528782714,0,1
217,1.0381946145768952,0,1
218,1.0541339792979592,0,1
219,1.0577023824768406,0,1
220,1.0822864839999446,0,1
221,1.0960118087965518,0,1
222,1.1403819408369515,0,1
223,1.1914279624029886,0,1
224,1.2329879570339701,0,1
225,1.3024526501360496,0,1
226,1.3358960645366373,0,1
227,1.382320099908143,0,1
228,1.41617044901022,0,1
229,1.4436472596584393,0,1
230,1.4684772836314486,0,1
231,1.4855439559066606,0,1
232,1.5027304017882102,0,1
233,1.502938393696979,0,1
234,1.5111176031505806,0,1
235,1.5128833515510889,0,1
236,1.5344298878370286,0,1
237,1.5589809652076227,0,1
238,1.5742054803930485,0,1
239,1.589567317973185,0,1
240,1.5577892795236339,0,1
241,1.5124633836687411,0,1
242,1.4382570567789015,0,1
243,1.3953305553195456,0,1
244,1.3258613030736843,0,1
245,1.2864653267777375,0,1
246,1.267903200208011,0,1
247,1.2293929555889642,0,1
248,1.2227635457978672,0,1
249,1.2075117843367988,0,1
250,1.1799920781753626,0,1
251,1.1423784508585406,0,1
252,1.1021800654000877,0,1
253,1.0362275080960366,0,1
254,0.982176307740228,0,1
255,0.9049459148215323,0,1
256,0.848800868152485,0,1
257,0.7672161629676014,0,0
258,0.720227924234904,0,0
259,0.6592307883001146,0,0
260,0.6049615234035997,0,0
261,0.5403644148853904,0,0
262,0.5039348492290062,0,0
263,0.45050604525563026,0,0
264,0.4265270436459655,0,0
265,0.3775626496975407,0,0
266,0.3473597863591811,0,0
267,0.32094962412138184,0,0
268,0.3069350984993277,0,0
269,0.2719069570709046,0,0
270,0.25319867051607675,0,0
271,0.23466806157517706,0,0
272,0.2125655087671562,0,0
273,0.20885311259998665,0,0
274,0.2052185724019296,0,0
275,0.19798758034201785,0,0
276,0.20543612983503318,0,0
277,0.2153358167108352,0,0
278,0.23752638500087905,0,0
279,0.24651044402224842,0,0
280,0.2739217971956581,0,0
281,0.2932344235800997,0,0
282,0.33084299813756113,0,0
283,0.37733171072538585,0,0
284,0.46598280834984784,0,0
285,0.5751086393027948,0,0
286,0.6711641929323299,0,0
287,0.7752125910167957,0,0
288,0.8754662023868592,0,0
289,0.9498201227745053,0,0
290,1.0160809473488064,0,0
291,1.0390548678266667,0,0
292,1.081657606017631,0,0
293,1.088955847976048,0,0
294,1.0949127795196187,0,0
295,1.0817042101327685,0,0
296,1.071328815208929,0,0
297,1.041476428847999,0,0
298,1.0166870808407513,0,0
299,0.9886480480359423,0,0
300,0.9642469182384917,0,0
301,0.9229309585400559,0,0
302,0.8858892778071599,0,0
303,0.8654950748313819,0,0
304,0.8319541841663216,0,0
305,0.7903295458295048,0,0
306,0.7691290644823336,0,0
307,0.7392791337607554,0,0
308,0.7200571081713278,0,0
309,0.7098819831495715,0,0
310,0.7023987790675638,0,0
311,0.7124737900921762,0,0
312,0.718091325467572,0,0
313,0.7332303488706228,0,0
314,0.7700554597078446,0,0
315,0.8094479290177733,0,0
316,0.8753569361479954,0,0
317,0.9552090224531862,0,0
318,1.0369696629714977,0,0
319,1.0877271923762073,0,0
320,1.1094333961601024,0,0
321,1.1176692971804456,0,0
322,1.0960833555901701,0,0
323,1.0767127844224305,0,0
324,1.0452459476878795,0,0
325,1.0345856015742265,0,0
326,1.0118103673627121,0,0
327,1.0088357274892166,0,0
328,1.0250972253847115,0,0
329,1.0407704402136349,0,0
330,1.067899101021544,0,0
331,1.1145137245004644,0,0
332,1.1678307869841993,0,0
333,1.2263834572231074,0,0
334,1.2738122770626283,0,0
335,1.3175355510058533,0,0
336,1.3731202378930636,0,0
337,1.4128853239653854,0,0
338,1.4344755171366614,0,0
339,1.4747565031318552,0,0
340,1.4913342893166168,0,0
341,1.5183924267631188,0,0
342,1.5267808876678104,0,0
343,1.5479072648479513,0,0
344,1.58088417557037,0,0
345,1.5966693717642513,0,0
346,1.6163223799936317,0,0
347,1.612556411296357,0,0
348,1.5667679438971502,0,0
349,1.5079539898103904,0,0
350,1.44043502840509,0,0
351,1.3668440112648008,0,0
352,1.2933522943923756,0,0
353,1.2492071652531744,0,0
354,1.223701016765565,0,0
355,1.2183839452104155,0,0
356,1.2019044524470706,0,0
357,1.1951038634322995,0,0
358,1.194107486220778,0,0
359,1.1822252559394542,0,0
360,1.1662538711193766,0,0
361,1.1273300897194825,0,0
362,1.0903039732354303,0,0
363,1.0215330185389377,0,0
364,0.9504823084137501,0,0
365,0.8939101375550806,0,0
366,0.8129186891176405,0,0
367,0.7590904262607447,0,0
368,0.6798881103372404,0,0
369,0.635554844993964,0,0
370,0.5778290568547575,0,0
371,0.5280058279371128,0,0
372,0.4748267480013497,0,0
373,0.43361946487725916,0,0
374,0.40158463761432833,0,0
375,0.3791167042865299,0,0
376,0.3406729467144046,0,0
377,0.3067074496297101,0,0
378,0.28569964992808083,0,0
379,0.25541129933701695,0,0
380,0.23701729469299862,0,0
381,0.2291578476522198,0,0
382,0.23431492698929532,0,0
383,0.2296957602435001,0,0
384,0.23427578874913765,0,0
385,0.26030653952123795,0,0
386,0.2721430732262652,0,0
387,0.2765146496386024,0,0
388,0.3029104540636042,0,0
389,0.31675667185165857,0,0
390,0.3213451683597819,0,0
391,0.34938601721746254,0,0
392,0.38080741153774855,0,0
393,0.43509453199657405,0,0
394,0.5139662465673454,0,0
395,0.6200922772834709,0,0
396,0.7291430174562303,0,0
397,0.8329141567838537,0,0
398,0.9139743010519071,0,0
399,0.9961654788637324,0,0
400,1.0279483370657652,0,0
401,1.0709886175968197,0,0
402,1.0858617085465827,0,0
403,1.0921080781020545,0,0
404,1.0876859935172647,0,0
405,1.0859276007711367,0,0
406,1.0556877585559732,0,0
407,1.0265333827642549,0,0
408,1.0162799646985563,0,0
409,0.9839660024536377,0,0
410,0.9392062810477366,0,0
411,0.9107642214648171,0,0
412,0.8702910269480987,0,0
413,0.8405869099094753,0,0
414,0.8302632773799052,0,0
415,0.8015659789931106,0,0
416,0.7916792023484667,0,0
417,0.787256849356103,0,0
418,0.767482604552616,0,0
419,0.7607563100428671,0,0
420,0.7625599180680035,0,0
421,0.7822746420471127,0,0
422,0.798974643511901,0,0
423,0.8120817202776051,0,0
424,0.8469490968986676,0,0
425,0.9052467173328895,0,0
426,0.9836076631168593,0,0
427,1.0572052883986198,0,0
428,1.1113774514497345,0,0
429,1.1545525713147655,0,0
430,1.144952210766788,0,0
431,1.1292320487495162,0,0
432,1.1118768851318384,0,0
433,1.0752642938983024,0,0
434,1.0576386654931897,0,0
435,1.0294694248476024,0,0
436,1.015729710537179,0,0
437,1.0289133845178766,0,0
438,1.0211361537862855,0,0
439,1.0577841789938403,0,0
440,1.0823666351513381,0,0
441,1.143085431800443,0,0
442,1.184514985499392,0,0
443,1.235424244654319,0,0
444,1.2986821803784794,0,0
445,1.3487736342372543,0,0
446,1.3915673413418692,0,0
447,1.4183778395767936,0,0
448,1.4584108747812432,0,0
449,1.4931355636111652,0,0
450,1.5184222761008976,0,0
451,1.5549775296140143,0,0
452,1.565454809455193,0,0
453,1.5972273441502896,0,0
454,1.6237487463049576,0,0
455,1.6327079855769364,0,0
456,1.609393942410683,0,0
457,1.5623872092618634,0,0
458,1.5104123039020056,0,0
459,1.4247786978274346,0,0
460,1.3439764287917397,0,0
461,1.2626679018530416,0,0
462,1.2127229916153968,0,0
463,1.1621730310006537,0,0
464,1.1420598312630237,0,0
465,1.1410720832157875,0,0
466,1.1254365516085914,0,0
467,1.143010858294882,0,0
468,1.1346513182533602,0,0
469,1.124213118399585,0,0
470,1.099366037860101,0,0
471,1.0737669595781039,0,0
472,1.0143221762317325,0,0
473,0.9592971533530592,0,0
474,0.8950793679076552,0,0
475,0.8302810779551156,0,0
476,0.7534272063030426,0,0
477,0.6926806504429708,0,0
478,0.6400016560612102,0,0
479,0.5831085080235023,0,0
480,0.5431189452990118,0,0
481,0.48648564773022546,0,0
482,0.44587284031895286,0,0
483,0.4099372854203274,0,0
484,0.370238533382553,0,0
485,0.34964238790114804,0,0
486,0.3024710794354487,0,0
487,0.2788718606021542,0,0
488,0.25876347505046055,0,0
489,0.2381766625952398,0,0
490,0.23071800289048727,0,0
491,0.23958731548114567,0,0
492,0.2442568247069812,0,0
493,0.2547100615907463,0,0
494,0.3013170844793592,0,0
495,0.32452251964858436,0,0
496,0.342836072511101,0,0
497,0.3811496957778086,0,0
498,0.3987611233677986,0,0
499,0.41651672421688124,0,0
500,0.4513887823772929,0,0
501,0.490933896747949,0,0
502,0.5432238364617595,0,0
503,0.6098434019762121,0,0
504,0.7089132992414018,0,0
505,0.8095931893800792,0,0
506,0.9074800949831779,0,0
507,0.9801410509117154,0,0
508,1.051077640519534,0,0
509,1.0923729194616874,0,0
510,1.1093659736115495,0,0
511,1.1344500296818192,0,0
512,1.1438818731587623,0,0
513,1.13123996247483,0,0
514,1.1084933699220447,0,0
515,1.0936401699131135,0,0
516,1.0717508934098057,0,0
517,1.0279630827479451,0,0
518,1.008446885875993,0,0
519,0.9603141528804381,0,0
520,0.9325760980960858,0,0
521,0.8965162319406855,0,0
522,0.8648764183899917,0,0
523,0.8503329729720401,0,0
524,0.8235455893176851,0,0
525,0.8318161286131031,0,0
526,0.8287563569126327,0,0
527,0.8438218430351382,0,0
528,0.8498966717547647,0,0
529,0.8574876141629422,0,0
530,0.881024997094399,0,0
531,0.9206923342829102,0,0
532,0.9491799219324089,0,0
533,0.9943128186444502,0,0
534,1.0517391748085527,0,0
535,1.1197393098951807,0,0
536,1.1931691867577103,0,0
537,1.212613260788195,0,0
538,1.2173487941393122,0,0
539,1.1837415694341165,0,0
540,1.1461366429503512,0,0
541,1.099826156082948,0,0
542,1.0569295675948887,0,0
543,1.0118001707953186,0,0
544,0.981847913650338,0,0
545,0.9585538550648834,0,0
546,0.9465153503672799,0,0
547,0.9533668195930421,0,0
548,0.9729414828958524,0,0
549,0.9935405301319155,0,0
550,1.049269032925428,0,0
551,1.109149924572068,0,0
552,1.1559853952411774,0,0
553,1.2177290572579553,0,0
554,1.2713152077252725,0,0
555,1.3205723212249243,0,0
556,1.3602484505026082,0,0
557,1.4089574429524412,0,0
558,1.443137750171567,0,0
559,1.4778509851874742,0,0
560,1.4995253032565372,0,0
561,1.5048296782284059,0,0
562,1.5092241883753121,0,0
563,1.5100455870569915,0,0
564,1.4739106842076304,0,0
565,1.4163353887162236,0,0
566,1.3332210248265521,0,0
567,1.23810943768359,0,0
568,1.1596215178915885,0,0
569,1.0867721127520884,0,0
570,1.0296438302405877,0,0
571,1.000941847437404,0,0
572,0.9860502994806397,0,0
573,1.0087411103763413,0,0
574,1.0268552107836446,0,0
575,1.069782305087619,0,0
576,1.119960687292642,0,0
577,1.1387299387918286,0,0
578,1.1699960382098453,0,0
579,1.1869687015188277,0,0
580,1.1932852139341819,0,0
581,1.1631238277325933,0,0
582,1.0987458968806372,0,0
583,1.0523082339614487,0,0
584,0.9781519979902445,0,0
585,0.9025609757180016,0,0
586,0.8402513882872189,0,0
587,0.7720512539156875,0,0
588,0.6989637288036502,0,0
589,0.6452650563080617,0,0
590,0.5905391580309679,0,0
591,0.5340430211524396,0,0
592,0.4854281296719263,0,0
593,0.44998027007013813,0,0
594,0.40949944309327385,0,0
595,0.38068364972883284,0,0
596,0.37001608992458274,0,0
597,0.349683078362538,0,0
598,0.3618151590604046,0,0
599,0.3857737237087128,0,0
600,0.4526986943245438,0,0
601,0.5145246378069043,0,0
602,0.5770982269790398,0,0
603,0.6394489417892467,0,0
604,0.7048811989524214,0,0
605,0.7330715722503987,0,0
606,0.7344610415319471,0,0
607,0.7139313795715182,0,0
608,0.699133711592448,0,0
609,0.6870858085517992,0,0
610,0.6661674038103178,0,0
611,0.6426608547676544,0,0
612,0.6405440495253228,0,0
613,0.6615231192647743,0,0
614,0.7102166621877071,0,0
615,0.7879291658646885,0,0
616,0.8948692244735489,0,0
617,0.9791000802885012,0,0
618,1.0401824007165832,0,0
619,1.0979981309813913,0,0
620,1.1468615708773182,0,0
621,1.1734157717038651,0,0
622,1.185270268693367,0,0
623,1.1720060386065947,0,0
624,1.1789327520678592,0,0
625,1.147239176725657,0,0
626,1.1331000533020539,0,0
627,1.1097083376117343,0,0
628,1.095745825420202,0,0
629,1.0746167218172404,0,0
630,1.0698415956661975,0,0
631,1.0802469155075722,0,0
632,1.1124480108834638,0,0
633,1.1394583345254785,0,0
634,1.1853818810378298,0,0
635,1.2545196139633088,0,0
636,1.2933978549285308,0,0
637,1.3332647854645472,0,0
638,1.3711373351839244,0,0
639,1.4098258437933453,0,0
640,1.424213449403555,0,0
641,1.4488136272846661,0,0
642,1.4557655446588122,0,0
643,1.4782835239150096,0,0
644,1.4830284633233757,0,0
645,1.5182525447869157,0,0
646,1.5424515036589577,0,0
647,1.539540120885006,0,0
648,1.519386542433864,0,0
649,1.4575610283463065,0,0
650,1.373331906829936,0,0
651,1.287483923734231,0,0
652,1.2129451605362727,0,0
653,1.1433585910002426,0,0
654,1.0849619115936655,0,0
655,1.029367686276664,0,0
656,0.9967354177447207,0,0
657,0.9615805652488736,0,0
658,0.9521473369564959,0,0
659,0.9469660357833704,0,0
660,0.928689213075407,0,0
661,0.9321652998889634,0,0
662,0.9243761917919855,0,0
663,0.9015245753261352,0,0
664,0.8511709886401154,0,0
665,0.8134125281680571,0,0
666,0.747631031078513,0,0
667,0.7118040798191456,0,0
668,0.6431611523225462,0,0
669,0.6064039716063944,0,0
670,0.5644637616659078,0,0
671,0.5107734305819596,0,0
672,0.46451079952980945,0,0
673,0.4349957039919591,0,0
674,0.4011822223785343,0,0
675,0.3700372114883219,0,0
676,0.33028298608209045,0,0
677,0.3173953090988818,0,0
678,0.2875132119005545,0,0
679,0.25567554219876665,0,0
680,0.253719810898602,0,0
681,0.23715142208080034,0,0
682,0.238622873390271,0,0
683,0.27023555695091217,0,0
684,0.31681875057006903,0,0
685,0.3797703427080643,0,0
686,0.44305408278242003,0,0
687,0.5416880960096052,0,0
688,0.6317796076644351,0,0
689,0.7090145103157627,0,0
690,0.801753101587614,0,0
691,0.8606775598798014,0,0
692,0.9252166125705493,0,0
693,1.0023185120438538,0,0
694,1.0751821593656865,0,0
695,1.1347567304852657,0,0
696,1.1993585130053093,0,0
697,1.2558252479154097,0,0
698,1.3007755929072833,0,0
699,1.3225014973829878,0,0
700,1.3231722837243751,0,0
701,1.3238788957777448,0,0
702,1.3193246280418587,0,0
703,1.3060141829229355,0,0
704,1.2780489569988387,0,0
705,1.245234176501134,0,0
706,1.212231765267565,0,0
707,1.177001024021422,0,0
708,1.1317037997124675,0,0
709,1.0965714818515155,0,0
710,1.05504569805299,0,0
711,1.0133341022882942,0,0
712,0.9726527837651741,0,0
713,0.9316193696205571,0,0
714,0.9138850996379889,0,0
715,0.9055906033528678,0,0
716,0.9243937334177463,0,0
717,0.947704007853778,0,0
718,1.00398696257393,0,0
719,1.0527383782421416,0,0
720,1.1339499408983291,0,0
721,1.1931231673820262,0,0
722,1.2428566967553187,0,0
723,1.2503784191788199,0,0
724,1.236362144452097,0,0
725,1.1880478612326781,0,0
726,1.1309862889483653,0,0
727,1.0527797077083396,0,0
728,0.9734408272816341,0,0
729,0.8935431241488979,0,0
730,0.8403964415850047,0,0
731,0.7645201910093744,0,0
732,0.7179803364898034,0,0
733,0.675276075642268,0,0
734,0.6201364908721398,0,0
735,0.5876231108026597,0,0
736,0.577017914474451,0,0
737,0.5644058544556144,0,0
738,0.555728812232186,0,0
739,0.5699222795937898,0,0
740,0.5997363598634281,0,0
741,0.6661132319011024,0,0
742,0.7262827290634486,0,0
743,0.7998945586222378,0,0
744,0.8675680024318819,0,0
745,0.9323351995318695,0,0
746,0.9961319542584816,0,0
747,1.0532336816192511,0,0
748,1.0953393655651797,0,0
749,1.097373513252788,0,0
750,1.0668780667571145,0,0
751,1.0031751419201171,0,0
752,0.9482126819027228,0,0
753,0.8837946755529451,0,0
754,0.8281069325563024,0,0
755,0.7952326531206189,0,0
756,0.7689008584096945,0,0
757,0.7722371211727745,0,0
758,0.8083122098850255,0,0
759,0.8861116665939209,0,0
760,0.964004811348945,0,0
761,1.0443527172115554,0,0
762,1.1109488163059875,0,0
763,1.1665107211576178,0,0
764,1.210210392665156,0,0
765,1.2280417084699913,0,0
766,1.2644276951142643,0,0
767,1.279721151648305,0,0
768,1.2834742037315185,0,0
769,1.289856594913136,0,0
770,1.3207000305671759,0,0
771,1.3323727325943977,0,0
772,1.3712201401391997,0,0
773,1.4101620162630986,0,0
774,1.4414848754411895,0,0
775,1.4562530710573633,0,0
776,1.4632507050134915,0,0
777,1.4101180849350055,0,0
778,1.367496527052773,0,0
779,1.3089341034104667,0,0
780,1.2683363184104457,0,0
781,1.2596817042716526,0,0
782,1.259421177382834,0,0
783,1.2862846687121994,0,0
784,1.3324564224867936,0,0
785,1.3899632179670531,0,0
786,1.4318565140066792,0,0
787,1.4529861212230366,0,0
788,1.4940443884266028,0,0
789,1.508742730900774,0,0
790,1.5268570991199828,0,0
791,1.4908073429999689,0,0
792,1.4393769525027365,0,0
793,1.3477113556337905,0,0
794,1.2740015647654617,0,0
795,1.1788378578767431,0,0
796,1.0927271919538597,0,0
797,1.020634146910228,0,0
798,0.9400831879212816,0,0
799,0.8722894474840951,0,0
800,0.8087149872627264,0,0
801,0.7646087237762351,0,0
802,0.6985711844067474,0,0
803,0.6493580591654629,0,0
804,0.5920155747271063,0,0
805,0.5458716422638445,0,0
806,0.5017192223090241,0,0
807,0.4708855640502839,0,0
808,0.43238791833547613,0,0
809,0.39924688209183096,0,0
810,0.3783990095304559,0,0
811,0.37253216245779686,0,0
812,0.3691496543240861,0,0
813,0.356963798861633,0,0
814,0.3500537253459043,0,0
815,0.3310206565119881,0,0
816,0.2970685659706669,0,0
817,0.2939743592589659,0,0
818,0.2654534143664873,0,0
819,0.24753513197684948,0,0
820,0.2256731848175215,0,0
821,0.21464216666107125,0,0
822,0.20654967522440468,0,0
823,0.1955110042897051,0,0
824,0.20331691188818699,0,0
825,0.21461423616045291,0,0
826,0.2564061234677861,0,0
827,0.30968956847690393,0,0
828,0.4198046823680694,0,0
829,0.5349802424650391,0,0
830,0.6423414205744451,0,0
831,0.7664475734129136,0,0
832,0.8554510179219682,0,0
833,0.92057184607955,0,0
834,0.9878766148135149,0,0
835,1.0262805925123535,0,0
836,1.0475068440186404,0,0
837,1.0571283398526163,0,0
838,1.0681989950260746,0,0
839,1.0702931558150963,0,0
840,1.0569363342007578,0,0
841,1.0466234610907372,0,0
842,1.0445320273409444,0,0
843,1.0325517322587996,0,0
844,1.0176465640759618,0,0
845,0.9884708096939944,0,0
846,0.9769330628477728,0,0
847,0.9549954737047619,0,0
848,0.9333202963332267,0,0
849,0.9088063616044373,0,0
850,0.8686247766735158,0,0
851,0.8390702642471235,0,0
852,0.8139229823320137,0,0
853,0.7818875640753715,0,0
854,0.7513823391275786,0,0
855,0.723617709411143,0,0
856,0.7057072064951774,0,0
857,0.7049168288538447,0,0
858,0.722330133748756,0,0
859,0.7655229492347211,0,0
860,0.8472257181240392,0,0
861,0.9206111412138887,0,0
862,0.9972621439390381,0,0
863,1.078162060022587,0,0
864,1.1001148398893434,0,0
865,1.1109010393319472,0,0
866,1.1025124757874116,0,0
867,1.1024626495436465,0,0
868,1.067337098675235,0,0
869,1.0630813599274862,0,0
870,1.0549061188615663,0,0
871,1.0425308678017382,0,0
872,1.0448501427995207,0,0
873,1.0366579714024744,0,0
874,1.0553071416680817,0,0
875,1.0723302219619113,0,0
876,1.0910559292560285,0,0
877,1.1302646252992978,0,0
878,1.164736191299996,0,0
879,1.212579608755736,0,0
880,1.2574061035286515,0,0
881,1.3016329618097942,0,0
882,1.3485424283569027,0,0
883,1.3910024139583574,0,0
884,1.420060968295521,0,0
885,1.4617565934009376,0,0
886,1.4853013838091853,0,0
887,1.5021009973164392,0,0
888,1.5227189741125968,0,0
889,1.5525501614690926,0,0
890,1.5679347391208585,0,0
891,1.5993404671970286,0,0
892,1.570016403852878,0,0
893,1.5198755687124261,0,0
894,1.4452010603023027,0,0
895,1.3821455827889098,0,0
896,1.3098412406271627,0,0
897,1.256914896968466,0,0
898,1.2222146717026452,0,0
899,1.2026429706341268,0,0
900,1.1756796785854293,0,0
901,1.1535544487743161,0,0
902,1.1465619120659303,0,0
903,1.148435363524981,0,0
904,1.1362973857146934,0,0
905,1.1194789943282792,0,0
906,1.0868786477278807,0,0
907,1.0532094116585442,0,0
908,1.0188542030786363,0,0
909,0.9587908722336177,0,0
910,0.9071204195130933,0,0
911,0.8426186249132619,0,0
912,0.77609277666796,0,0
913,0.7096679342737581,0,0
914,0.6524425057064135,0,0
915,0.6134977841727961,0,0
916,0.5541928761710653,0,0
917,0.5183469411418428,0,0
918,0.46278031341234566,0,0
919,0.4209723271873432,0,0
920,0.38660892736077296,0,0
921,0.3531124175309241,0,0
922,0.3288519680042953,0,0
923,0.289916119890247,0,0
924,0.28297358623418006,0,0
925,0.25965106023082135,0,0
926,0.2504007667527308,0,0
927,0.24962182498898003,0,0
928,0.2551482183887789,0,0
929,0.2691134333569497,0,0
930,0.2839896772319476,0,0
931,0.3069563279772254,0,0
932,0.32830370946087656,0,0
933,0.35388774920202526,0,0
934,0.3807420679556546,0,0
935,0.4007543021869982,0,0
936,0.43925931269006563,0,0
937,0.48345978466605277,0,0
938,0.5282963821048823,0,0
